invoice_id,date,description,amount,currency,room_number,category_true
INV00300,2025-04-19,Express laundry same day - 4 items,30.54,EUR,496,Laundry & Housekeeping
INV00301,2025-09-17,Rollaway bed - 4 nights,66.91,EUR,384,Room Charges
INV00302,2024-10-05,Room service: omelette + sprite - Room 106,31.95,GBP,483,Food & Beverage - Room Service
INV00303,2024-10-18,Room damage charge - broken lamp,113.04,EUR,221,Room Charges
INV00304,2025-07-14,Projector + screen rental,922.36,EUR,488,Events & Meetings
INV00305,2024-08-22,Pizza Margherita + sprite,12.93,USD,374,Food & Beverage - Restaurant
INV00306,2025-04-08,Early check-in surcharge,43.72,EUR,515,Room Charges
INV00307,2025-06-12,RS: 2x club sandwich delivered to 291,69.94,EUR,511,Food & Beverage - Room Service
INV00308,2025-05-26,Minibar 439: whisky miniature + mixer,23.3,USD,219,Food & Beverage - Minibar
INV00309,2025-08-27,Rm service: burger + coffee - Rm 297,44.47,EUR,446,Food & Beverage - Room Service
INV00310,2024-07-11,Airport transfer - one way,230.11,USD,393,Transportation
INV00311,2024-05-06,Room safe deposit box,96.53,EUR,135,Room Charges
INV00312,2025-08-22,Room upgrade: Standard to Deluxe,153.17,EUR,192,Room Charges
INV00313,2024-12-17,2x espresso + 1 croissant,27.51,USD,358,Food & Beverage - Restaurant
INV00314,2024-01-08,Club sandwich + french fries + sprite,109.05,EUR,280,Food & Beverage - Restaurant
INV00315,2025-09-25,Burger deluxe + onion rings + coke,87.44,EUR,255,Food & Beverage - Restaurant
INV00316,2025-10-16,Rm safe deposit box,152.31,EUR,154,Room Charges
INV00317,2025-12-24,Night RS 240: cheese toastie + tea,84.91,GBP,222,Food & Beverage - Room Service
INV00318,2024-02-04,Laundry service - 3 items express,24.67,USD,116,Laundry & Housekeeping
INV00319,2024-08-11,Breakfast buffet - 2 guests,97.35,USD,143,Food & Beverage - Restaurant
INV00320,2024-06-03,Conference room rental - 60h,717.08,EUR,181,Events & Meetings
INV00321,2024-11-06,Late checkout fee - Room 398,122.11,USD,132,Room Charges
INV00322,2024-04-23,Room damage charge - broken lamp,165.54,USD,381,Room Charges
INV00323,2024-03-29,Hot stone massage - 90 min session,81.99,EUR,167,Spa & Wellness
INV00324,2024-01-17,SUSHI PLATTER 12 PCS,100.87,USD,256,Food & Beverage - Restaurant
INV00325,2024-01-16,Manicure + pedicure combo,162.7,EUR,312,Spa & Wellness
INV00326,2025-09-08,Manicure + pedicure combo,237.01,EUR,398,Spa & Wellness
INV00327,2025-07-06,Lunch set menu: soup + main + dessert,40.94,EUR,455,Food & Beverage - Restaurant
INV00328,2024-01-08,facial treatment - anti aging premium,64.99,USD,109,Spa & Wellness
INV00329,2024-09-01,Kids meal: chicken nuggets + juice,89.36,EUR,383,Food & Beverage - Restaurant
INV00330,2024-11-22,Yoga class -p rivate session 120min,58.47,EUR,144,Spa & Wellness
INV00331,2024-09-15,Club sandwich + french fries + coffee,67.36,EUR,347,Food & Beverage - Restaurant
INV00332,2025-11-26,Limo service to airport,232.18,USD,330,Transportation
INV00333,2025-02-27,Club sandwich + french fries + coke,79.96,EUR,401,Food & Beverage - Restaurant
INV00334,2025-06-15,Wedding package deposit,212.4,USD,128,Events & Meetings
INV00335,2024-05-29,Deep tissue massage 90 minutes,271.95,EUR,107,Spa & Wellness
INV00336,2025-04-01,Business center: printing 5 pages + scanning,250.01,USD,306,Events & Meetings
INV00337,2025-10-15,YOGA CLASS - PRIVATE SESSION 30MIN,290.41,EUR,223,Spa & Wellness
INV00338,2024-11-16,Late checkout fee - Room 167,51.56,GBP,414,Room Charges
INV00339,2025-03-08,Projector + screen rental,938.32,EUR,481,Events & Meetings
INV00340,2025-11-17,Meeting room: half day + coffee break,678.88,USD,268,Events & Meetings
INV00341,2024-12-01,Dinner: grilled salmon with vegetables,109.91,USD,430,Food & Beverage - Restaurant
INV00342,2024-02-11,Facial treatment - anti aging premuim,89.46,EUR,185,Spa & Wellness
INV00343,2025-09-15,Rollaway bed - 1 nights,111.99,EUR,246,Room Charges
INV00344,2024-12-25,AV equipment rental full day,230.85,EUR,365,Events & Meetings
INV00345,2024-06-21,Turndown service + extra towels,63.97,EUR,278,Laundry & Housekeeping
INV00346,2025-04-14,Manicure + pedicure combo,275.99,EUR,111,Spa & Wellness
INV00347,2025-09-15,Breakfast buffet - 6 guests,39.71,USD,321,Food & Beverage - Restaurant
INV00348,2024-02-24,Express laundry same day - 5 items,25.48,EUR,145,Laundry & Housekeeping
INV00349,2024-12-20,Pasta carbonara + garlic bread,82.87,USD,514,Food & Beverage - Restaurant
INV00350,2025-01-06,Room safe deposit box,102.75,EUR,336,Room Charges
INV00351,2025-01-13,Airport shuttle round trip,31.27,EUR,423,Transportation
INV00352,2025-02-11,Manicure + pedicure combo,151.41,GBP,301,Spa & Wellness
INV00353,2025-09-19,CRIB RENTAL - 6 NIGHTS,55.72,USD,301,Room Charges
INV00354,2024-06-23,Room 333 - late night snack + minibar,47.46,USD,452,Food & Beverage - Room Service
INV00355,2025-12-16,LATE CHECKOUT FEE - ROOM 267,160.61,EUR,460,Room Charges
INV00356,2025-01-07,Meeting room: half day + coffee break,341.8,USD,333,Events & Meetings
INV00357,2024-04-16,Facial treatment - anti aging premium,93.12,EUR,191,Spa & Wellness
INV00358,2024-05-06,Business center: printing 6 pages + scanning,1625.83,USD,365,Events & Meetings
INV00359,2025-02-23,Early check-in surcharge,138.79,EUR,444,Room Charges
INV00360,2025-08-12,Cheese platter + glass of wine,109.2,EUR,358,Food & Beverage - Restaurant
INV00361,2025-01-13,Thai green curry with jasmine rice,80.46,USD,511,Food & Beverage - Restaurant
INV00362,2025-01-25,Event space: cocktail reception 6 guests,904.85,USD,203,Events & Meetings
INV00363,2024-06-15,Room 338 - late night snack + minibar,43.94,EUR,114,Food & Beverage - Room Service
INV00364,2024-09-30,Dry cleaning: 3 suits,52.89,EUR,304,Laundry & Housekeeping
INV00365,2025-10-01,Pasta carbonara + garlic bread,92.61,USD,291,Food & Beverage - Restaurant
INV00366,2025-01-29,Wedding package deposit,1973.33,EUR,506,Events & Meetings
INV00367,2025-04-05,Hot stone massage - 30 min session,189.23,EUR,331,Spa & Wellness
INV00368,2025-03-03,Hot stone massage - 45 min session,251.22,EUR,336,Spa & Wellness
INV00369,2025-12-04,WEDDING PACKAGE DEPOSIT,1435.14,USD,355,Events & Meetings
INV00370,2025-04-27,Taxi arrangement to city center,233.69,EUR,484,Transportation
INV00371,2025-09-25,Aromatherapy session 30min,82.39,EUR,260,Spa & Wellness
INV00372,2025-07-30,Pasta carbonara + garlic bread,54.37,EUR,344,Food & Beverage - Restaurant
INV00373,2024-11-24,Mini bar: 6 soft drinks + snacks,28.09,EUR,108,Food & Beverage - Minibar
INV00374,2025-02-14,Extra bed added to Room 488,123.78,EUR,170,Room Charges
INV00375,2024-09-18,Room 250 - late night snack + minibar,56.98,USD,448,Food & Beverage - Room Service
INV00376,2024-06-03,"MB: 6x juice, chocolate bar",64.81,GBP,117,Food & Beverage - Minibar
INV00377,2024-01-20,Room safe deposit box,124.62,GBP,176,Room Charges
INV00378,2025-01-30,Spa day pass - pool + sauna + hammam,153.08,EUR,479,Spa & Wellness
INV00379,2025-04-15,"MB: 5x juice, chocolate bar",12.35,USD,249,Food & Beverage - Minibar
INV00380,2024-04-06,Lunch set menu: soup + main + dessert,77.5,GBP,218,Food & Beverage - Restaurant
INV00381,2024-10-02,Room 159: breakfast in bed - full english,76.5,EUR,309,Food & Beverage - Room Service
INV00382,2024-08-28,"Laundry: 5x shirts, 3x pants",60.05,EUR,101,Laundry & Housekeeping
INV00383,2024-05-11,Minibar consumption Room 319,34.88,GBP,438,Food & Beverage - Minibar
INV00384,2025-08-27,"MB: 3x juice, chocolate bar",53.69,EUR,107,Food & Beverage - Minibar
INV00385,2024-08-02,Crib rental - 6 nights,197.08,USD,286,Room Charges
INV00386,2024-06-12,aromatherapy session 120min,77.53,EUR,274,Spa & Wellness
INV00387,2025-02-16,Crib rental - 1 nights,138.22,USD,102,Room Charges
INV00388,2024-06-22,Pizza Margherita + beer,44.57,USD,340,Food & Beverage - Restaurant
INV00389,2025-10-08,Dinner: grilled salmon with vegetables,116.46,EUR,180,Food & Beverage - Restaurant
INV00390,2025-12-14,Mini bar: 2 soft drinks + snacks,8.65,EUR,482,Food & Beverage - Minibar
INV00391,2024-05-05,Flipchart + markers + whiteboard,1433.8,USD,492,Events & Meetings
INV00392,2024-01-25,Night RS 227: cheese toastie + tea,46.53,USD,197,Food & Beverage - Room Service
INV00393,2025-09-16,Wedding package deposit,535.94,GBP,143,Events & Meetings
INV00394,2025-10-14,Pasta carbonara + garlic bread,114.64,EUR,204,Food & Beverage - Restaurant
INV00395,2025-07-15,Couples spa package: massage + facial,99.16,EUR,384,Spa & Wellness
INV00396,2025-09-19,Lunch set menu: soup + main + dessert,111.66,USD,196,Food & Beverage - Restaurant
INV00397,2025-06-15,Projector + screen rental,181.68,EUR,157,Events & Meetings
INV00398,2025-06-03,Business center: printing 4 pages + scanning,426.04,EUR,361,Events & Meetings
INV00399,2025-08-13,Projector + screen rental,809.69,USD,350,Events & Meetings
INV00400,2024-07-08,Rm safe deposit box,135.58,EUR,117,Room Charges
INV00401,2024-11-20,Meeting room: half day + coffee break,1456.69,USD,248,Events & Meetings
INV00402,2025-03-31,Body scrub + wrap treatment,170.61,GBP,234,Spa & Wellness
INV00403,2024-05-08,Breakfast buffet - 5 guests,79.4,GBP,324,Food & Beverage - Restaurant
INV00404,2024-02-26,Extra bed added to Room 282,39.34,EUR,500,Room Charges
INV00405,2025-03-27,Room service order #160: burger + fries + coke,24.09,USD,397,Food & Beverage - Room Service
INV00406,2025-09-02,Kids meal: chicken nuggets + juice,40.81,EUR,333,Food & Beverage - Restaurant
INV00407,2024-03-13,Room 395: breakfast in bed - fulle nglish,48.23,USD,181,Food & Beverage - Room Service
INV00408,2025-12-21,Turndown service + extra towels,42.72,EUR,504,Laundry & Housekeeping
INV00409,2024-09-23,Taxi arrangement to city center,128.73,EUR,382,Transportation
INV00410,2024-12-26,Room 290 - late night snack + minibar,81.33,EUR,255,Food & Beverage - Room Service
INV00411,2024-11-18,Extra bed added to Room 276,131.71,EUR,129,Room Charges
INV00412,2024-08-27,"MB 184: 2 water, 1 coke, peanuts",23.0,EUR,504,Food & Beverage - Minibar
INV00413,2025-08-16,Ironing service - 2 pieces,57.32,USD,346,Laundry & Housekeeping
INV00414,2024-01-09,Lunch set menu: soup + main + dessert,95.15,USD,518,Food & Beverage - Restaurant
INV00415,2024-08-16,Room upgrade: Standard to Deluxe,98.5,EUR,230,Room Charges
INV00416,2025-06-24,Event space: cocktail reception 4 guests,1007.2,USD,402,Events & Meetings
INV00417,2024-01-30,Sushi pltater 12 pcs,82.15,EUR,483,Food & Beverage - Restaurant
INV00418,2024-09-28,Projector + screen rental,991.02,EUR,245,Events & Meetings
INV00419,2024-03-30,Minibar 446: whisky miniature + mixer,41.24,GBP,413,Food & Beverage - Minibar
INV00420,2024-06-29,Airport transfer - one way,142.94,USD,399,Transportation
INV00421,2025-07-19,RS #133: continental breakfast,62.71,EUR,268,Food & Beverage - Room Service
INV00422,2024-11-08,Turndown service + extra towels,77.9,EUR,208,Laundry & Housekeeping
INV00423,2025-09-23,Sushi platter 12 pcs,48.56,GBP,214,Food & Beverage - Restaurant
INV00424,2025-09-19,Early check-in surcharge,62.75,EUR,221,Room Charges
INV00425,2025-10-16,Spa treatment - Swedish massage 60min,186.55,USD,333,Spa & Wellness
INV00426,2025-09-16,RS: 2x club sandwich delivered to 478,72.87,EUR,427,Food & Beverage - Room Service
INV00427,2024-02-22,Dry cleaning: 1 suits,51.71,EUR,272,Laundry & Housekeeping
INV00428,2024-09-03,Night RS 130: cheese toastie + tea,50.75,EUR,516,Food & Beverage - Room Service
INV00429,2024-12-02,Airport shuttle round trip,228.05,EUR,204,Transportation
INV00430,2024-02-16,Minibar 425: whisky miniature + mixer,11.88,USD,431,Food & Beverage - Minibar
INV00431,2024-07-15,ROOM SAFE DEPOSIT BOX,72.27,USD,379,Room Charges
INV00432,2024-04-30,Room service: omelette + juice - Room 329,84.21,USD,438,Food & Beverage - Room Service
INV00433,2025-01-03,Spa treatment - Swedish massage 90min,273.01,EUR,337,Spa & Wellness
INV00434,2024-02-28,"MB: 7x juice, chocolate bar",59.29,USD,248,Food & Beverage - Minibar
INV00435,2025-08-15,Minibar consumption Room 125,14.04,EUR,476,Food & Beverage - Minibar
INV00436,2024-08-07,Minibar restock + consumption Rm365,17.98,USD,178,Food & Beverage - Minibar
INV00437,2025-01-31,Ironing service - 4 pieces,79.66,USD,299,Laundry & Housekeeping
INV00438,2025-12-27,Early check-in surcharge,33.35,USD,433,Room Charges
INV00439,2025-01-30,Minibar 327: whisky miniature + mixer,17.03,EUR,367,Food & Beverage - Minibar
INV00440,2025-04-28,Meeting room: half day + coffee break,867.49,USD,451,Events & Meetings
INV00441,2025-03-29,Breakfast buffet - 2 guests,13.52,GBP,441,Food & Beverage - Restaurant
INV00442,2025-05-05,Room 192 - late night snack + minibar,51.45,EUR,400,Food & Beverage - Room Service
INV00443,2025-03-17,Cheese platter + glass of wine,116.36,USD,194,Food & Beverage - Restaurant
INV00444,2024-12-30,Caesar salad + sparkling water,82.04,EUR,166,Food & Beverage - Restaurant
INV00445,2024-05-03,Late checkout fee - Room 218,25.89,USD,253,Room Charges
INV00446,2025-12-29,"Minibar: 7x beer, 3x wine, chips",9.39,EUR,134,Food & Beverage - Minibar
INV00447,2024-04-28,Rollaway bed - 3 nights,140.17,GBP,134,Room Charges
INV00448,2024-09-18,Room safe deposit box,166.22,USD,249,Room Charges
INV00449,2025-09-20,Express laundry same day - 3 items,58.42,USD,481,Laundry & Housekeeping
INV00450,2024-11-19,Event space: cocktail reception 4 guests,933.54,EUR,456,Events & Meetings
INV00451,2025-06-24,Aromatherapy session 30min,257.64,EUR,347,Spa & Wellness
INV00452,2025-07-19,Room upgraed: Standard to Deluxe,133.79,EUR,201,Room Charges
INV00453,2024-10-27,Laundry service - 1 items express,42.78,EUR,485,Laundry & Housekeeping
INV00454,2025-09-12,Couples spa package: massage + facial,246.81,USD,162,Spa & Wellness
INV00455,2025-10-03,"MB 429: 2 water, 1 coke, peanuts",25.65,EUR,312,Food & Beverage - Minibar
INV00456,2024-09-07,Couples spa package: massage + facial,325.31,EUR,341,Spa & Wellness
INV00457,2025-04-08,Bicycle rental 5 hours,221.56,EUR,502,Transportation
INV00458,2024-09-20,Mini bar: 6 soft drinks + snacks,35.07,EUR,351,Food & Beverage - Minibar
INV00459,2024-07-07,Breakfast buffet - 1 guests,85.25,EUR,363,Food & Beverage - Restaurant
INV00460,2025-07-29,Crib rental - 5 nights,107.03,EUR,352,Room Charges
INV00461,2025-04-01,Valet parking - 2 nights,45.95,EUR,425,Transportation
INV00462,2025-09-11,Turndown service + extra towels,63.49,USD,161,Laundry & Housekeeping
INV00463,2025-07-13,crib rental - 7 nights,58.88,EUR,356,Room Charges
INV00464,2024-09-14,WEDDING PACKAGE DEPOSIT,383.27,EUR,356,Events & Meetings
INV00465,2024-02-27,Bicycle rental 5 hours,24.38,EUR,434,Transportation
INV00466,2024-10-11,Caesar salad + sparkling water,51.62,EUR,208,Food & Beverage - Restaurant
INV00467,2025-08-06,"MB 110: 2 water, 1 coke, peanuts",57.85,EUR,289,Food & Beverage - Minibar
INV00468,2025-07-15,Yoga class - private session 120min,305.14,EUR,249,Spa & Wellness
INV00469,2024-09-10,Room service order #431: burger + fries + coke,58.49,USD,500,Food & Beverage - Room Service
INV00470,2025-07-18,Room 182: breakfast in bed - full english,75.64,EUR,221,Food & Beverage - Room Service
INV00471,2024-03-23,Spa day pass - pool + sauna + hammam,77.61,USD,289,Spa & Wellness
INV00472,2024-04-02,Business center: printing 5 pages + scanning,207.67,EUR,172,Events & Meetings
INV00473,2025-05-11,Minibar restock + consumption Rm208,38.0,EUR,160,Food & Beverage - Minibar
INV00474,2025-10-27,Room 318: breakfast in bed - full english,89.3,USD,308,Food & Beverage - Room Service
INV00475,2025-10-06,Early check-in surcharge,43.17,USD,321,Room Charges
INV00476,2024-07-14,Mini bar: 5 soft drinks + snacks,14.18,USD,233,Food & Beverage - Minibar
INV00477,2024-01-04,Crib rental - 6 nights,160.37,EUR,482,Room Charges
INV00478,2024-08-13,Manicure + pedicure combo,92.24,EUR,334,Spa & Wellness
INV00479,2024-12-27,Night RS 447: cheese toastie + tea,73.59,EUR,389,Food & Beverage - Room Service
INV00480,2024-04-26,Caesar salad + sparkling water,12.21,USD,401,Food & Beverage - Restaurant
INV00481,2025-05-09,Hot stone massage - 45 min session,242.83,EUR,306,Spa & Wellness
INV00482,2024-08-25,Business center:p rinting 7 pages + scanning,1824.15,EUR,412,Events & Meetings
INV00483,2024-09-06,Spa treatment - Swedish massage 120min,259.43,EUR,383,Spa & Wellness
INV00484,2025-10-24,Rollaway bed - 2 nights,44.14,EUR,173,Room Charges
INV00485,2025-01-21,Extra bed added to Room 380,94.04,USD,495,Room Charges
INV00486,2024-09-17,Room damage charge - broken lamp,196.2,EUR,446,Room Charges
INV00487,2024-12-08,Hot stone massage - 45 min session,152.85,USD,372,Spa & Wellness
INV00488,2025-12-19,Hot stone massage - 90 min session,317.22,EUR,345,Spa & Wellness
INV00489,2024-10-12,Early checki-n surcharge,197.33,EUR,398,Room Charges
INV00490,2024-01-29,Early check-in surcharge,172.55,EUR,103,Room Charges
INV00491,2025-10-26,Burger deluxe + onion rings + sprite,92.75,EUR,123,Food & Beverage - Restaurant
INV00492,2025-01-03,Room service order #457: burger + fries + coke,61.17,EUR,115,Food & Beverage - Room Service
INV00493,2025-02-07,Caesar salad + sparkling water,43.26,EUR,191,Food & Beverage - Restaurant
INV00494,2024-11-23,Conference room rental - 60h,688.96,GBP,480,Events & Meetings
INV00495,2025-11-24,ROOM 407 - LATE NIGHT SNACK + MINIBAR,35.41,EUR,263,Food & Beverage - Room Service
INV00496,2025-09-17,SUSHI PLATTER 12 PCS,98.93,USD,154,Food & Beverage - Restaurant
INV00497,2024-02-22,Conference room rental - 30h,1684.59,USD,216,Events & Meetings
INV00498,2025-01-02,Steak medium rare with mashed poattoes,67.01,USD,268,Food & Beverage - Restaurant
INV00499,2024-11-17,Lunch set menu: soup + main + dsesert,113.31,EUR,439,Food & Beverage - Restaurant
INV00500,2025-07-04,Flipchart + markers + whiteboard,1766.98,EUR,278,Events & Meetings
INV00501,2024-11-02,Room upgrade: Standard to Deluxe,76.34,GBP,207,Room Charges
INV00502,2024-06-21,Kids meal: chicken nuggets + juice,53.4,USD,445,Food & Beverage - Restaurant
INV00503,2025-08-20,Turndown service + extra towles,10.35,EUR,422,Laundry & Housekeeping
INV00504,2025-06-28,Kids meal: chicken nuggets + juice,99.9,EUR,180,Food & Beverage - Restaurant
INV00505,2025-09-12,DEEP TISSUE MASSAGE 60 MINUTES,120.15,USD,318,Spa & Wellness
INV00506,2024-10-30,Manicure + pedicure combo,264.65,GBP,178,Spa & Wellness
INV00507,2025-04-12,Room damage charge - broken lamp,107.1,GBP,262,Room Charges
INV00508,2024-04-08,Room upgrade: Standard to Deluxe,75.87,USD,320,Room Charges
INV00509,2024-11-27,DINNER: GRILLED SALMON WITH VEGETABLES,94.88,EUR,284,Food & Beverage - Restaurant
INV00510,2024-11-04,WEDDING PACKAGE DEPOSIT,372.31,USD,221,Events & Meetings
