review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R0180,City Center Hotel,2025-09-03,CF,Couple,5,"Everything was perfect - Best deal we found in the area, Best hotel breakfast I've ever had. 10/10.",positive,5,4,5,5,4
R0181,City Center Hotel,2024-06-25,MV,Solo,1,Save your money and go elsewhere. the carpets looked stained and old. the breakfast buffet ran out of items early.,negative,1,1,2,3,3
R0182,Grand Resort Hotel,2025-08-11,NO,Couple,4,"Mixed feelings about this hotel. Best hotel breakfast I've ever had. Unfortunately, the lobby area was dirty.",mixed,1,4,4,3,4
R0183,City Center Hotel,2024-06-05,LK,Couple,5,We had an amazing time. Everything was pristine and well-maintained. Will definitely come back!,positive,5,5,4,5,4
R0184,Grand Resort Hotel,2025-01-07,HU,Couple,3,The staff was great but the restaurant food was overpriced and bland. Would still recommend.,mixed,3,4,2,3,3
R0185,City Center Hotel,2025-11-30,HN,Leisure,2,Save your money and go elsewhere. the carpets looked stained and old. hidden charges everywhere.,negative,2,3,2,3,1
R0186,City Center Hotel,2024-09-07,QA,Solo,4,The food was great but much cheaper options with better quality nearby. Would still recommend.,mixed,3,4,4,4,1
R0187,City Center Hotel,2024-12-27,AU,Solo,4,Exceeded our expectations in every way. The value was outstanding.,positive,4,5,4,5,5
R0188,Grand Resort Hotel,2025-01-28,ML,Leisure,1,Very disappointing stay. much cheaper options with better quality nearby and very far from public transportation.,negative,2,3,1,1,1
R0189,City Center Hotel,2024-03-03,ZM,Couple,3,The food was great but much cheaper options with better quality nearby. Would still recommend.,mixed,4,4,5,3,2
R0190,City Center Hotel,2025-05-19,MA,Leisure,1,Below expectations. very far from public transportation. Staff seemed unhelpful.,negative,2,2,1,1,2
R0191,Grand Resort Hotel,2025-03-29,GD,Solo,2,Terrible experience. very far from public transportation. the restaurant food was overpriced and bland. Never again.,negative,3,3,2,2,1
R0192,City Center Hotel,2025-05-26,AT,Couple,4,A solid 3-star experience. Great location near public transport but hidden charges everywhere.,mixed,3,4,3,5,2
R0193,City Center Hotel,2024-09-09,MC,Business,2,Terrible experience. way overpriced for what you get. found hair in the bathroom. Never again.,negative,2,2,1,2,2
R0194,City Center Hotel,2024-03-13,TL,Family,5,One of the best hotels I've stayed at. Best deal we found in the area. Highly recommend!,positive,5,5,5,5,5
R0195,Grand Resort Hotel,2025-10-20,KH,Business,3,Decent stay. Ideal location for both business and leisure but no one seemed to care about guest satisfaction. Room for improvement.,mixed,4,2,4,5,4
R0196,City Center Hotel,2025-04-22,CY,Leisure,1,Worst hotel experience in a long time. breakfast was mediocre and limited options.,negative,2,3,2,1,1
R0197,Grand Resort Hotel,2024-05-24,IL,Solo,4,We had an amazing time. Great price for what you get. Will definitely come back!,positive,5,4,4,4,4
R0198,City Center Hotel,2024-12-23,UY,Business,1,"Would not recommend. the neighborhood felt unsafe at night. For the price we paid, unacceptable.",negative,1,3,2,1,2
R0199,City Center Hotel,2025-04-23,PH,Family,5,One of the best hotels I've stayed at. Affordable luxury at its best. Highly recommend!,positive,5,5,4,5,4
R0200,Grand Resort Hotel,2024-07-26,KZ,Business,2,"Would not recommend. very far from public transportation. For the price we paid, unacceptable.",negative,2,2,1,1,2
R0201,Grand Resort Hotel,2025-04-09,CY,Couple,1,"Would not recommend. staff was unresponsive to our requests. For the price we paid, unacceptable.",negative,1,2,3,1,3
R0202,City Center Hotel,2025-04-21,IE,Family,2,Terrible experience. difficult to find parking near the hotel. the lobby area was dirty. Never again.,negative,2,3,1,1,2
R0203,Grand Resort Hotel,2024-12-17,HU,Business,4,"Overall a good stay, but staff was rude at the front desk. On the positive side, Room service was fast and the food was excellent.",mixed,3,2,5,4,4
R0204,City Center Hotel,2024-02-23,UY,Business,2,Not worth the money. the minibar prices were outrageous and breakfast was mediocre and limited options.,negative,1,3,2,1,2
R0205,City Center Hotel,2024-01-23,TT,Family,5,A truly memorable stay. Excellent value for money. We'll be back for sure!,positive,5,4,5,4,4
R0206,City Center Hotel,2024-03-12,HR,Leisure,5,We had an amazing time. The rooms were spotlessly clean. Will definitely come back!,positive,5,4,5,5,5
R0207,Grand Resort Hotel,2024-12-18,DK,Leisure,5,One of the best hotels I've stayed at. Ideal location for both business and leisure. Highly recommend!,positive,4,4,4,4,4
R0208,City Center Hotel,2024-08-12,AL,Family,4,"The hotel has potential. Housekeeping did an amazing job, yet hidden charges everywhere.",mixed,5,3,4,3,1
R0209,City Center Hotel,2025-11-13,CI,Family,5,A truly memorable stay. The rooms were spotlessly clean. We'll be back for sure!,positive,5,5,5,5,5
R0210,City Center Hotel,2025-07-22,BW,Family,1,Not worth the money. the restaurant food was overpriced and bland and not worth the price at all.,negative,1,1,2,2,2
R0211,City Center Hotel,2024-10-24,BA,Couple,4,One of the best hotels I've stayed at. Restaurant food was absolutely delicious. Highly recommend!,positive,4,5,4,5,4
R0212,Grand Resort Hotel,2024-05-25,LC,Leisure,3,A solid 3-star experience. Beautiful surroundings with ocean view but the breakfast buffet ran out of items early.,mixed,4,3,2,5,3
R0213,Grand Resort Hotel,2025-07-17,MV,Solo,4,"The hotel has potential. Perfect location, walking distance to everything, yet breakfast was mediocre and limited options.",mixed,3,4,2,5,4
R0214,Grand Resort Hotel,2025-10-29,MY,Family,1,Save your money and go elsewhere. found hair in the bathroom. noisy area with construction nearby.,negative,1,3,1,2,3
R0215,City Center Hotel,2025-07-07,MA,Business,4,"Nice hotel with some issues. Excellent value for money, however found hair in the bathroom.",mixed,1,3,4,3,5
R0216,Grand Resort Hotel,2024-04-14,TZ,Leisure,5,"Everything was perfect - The staff was incredibly friendly and helpful, The breakfast buffet was outstanding with great variety. 10/10.",positive,5,5,5,5,5
R0217,Grand Resort Hotel,2025-09-09,BR,Leisure,5,Fantastic experience from start to finish. The concierge gave amazing restaurant recommendations.,positive,5,5,5,4,4
R0218,Grand Resort Hotel,2024-04-06,SI,Leisure,4,The food was great but much cheaper options with better quality nearby. Would still recommend.,mixed,3,3,4,4,1
R0219,Grand Resort Hotel,2024-07-09,ET,Business,5,One of the best hotels I've stayed at. Great location near public transport. Highly recommend!,positive,4,5,5,5,4
R0220,Grand Resort Hotel,2025-11-04,NO,Solo,3,The staff was great but very far from public transportation. Would still recommend.,mixed,4,5,4,2,4
R0221,City Center Hotel,2025-11-14,DM,Leisure,4,Best hotel experience we've had in years. Everything was pristine and well-maintained.,positive,4,4,4,4,4
R0222,Grand Resort Hotel,2025-04-18,NP,Solo,2,Terrible experience. the lobby area was dirty. location was far from the city center. Never again.,negative,2,1,1,2,3
R0223,City Center Hotel,2024-07-17,ID,Couple,4,Perfect hotel for our vacation. Housekeeping did an amazing job and Affordable luxury at its best.,positive,4,5,5,5,5
R0224,Grand Resort Hotel,2025-04-22,MD,Family,2,Worst hotel experience in a long time. the restaurant food was overpriced and bland.,negative,2,3,2,1,2
R0225,City Center Hotel,2024-09-06,KI,Couple,3,The food was great but difficult to find parking near the hotel. Would still recommend.,mixed,4,4,4,2,4
R0226,Grand Resort Hotel,2024-01-25,SC,Leisure,5,"Everything was perfect - Ideal location for both business and leisure, Reception team went above and beyond. 10/10.",positive,4,5,5,4,5
R0227,City Center Hotel,2024-01-13,SN,Leisure,3,Good but not great. Great price for what you get. The downside was breakfast was mediocre and limited options.,mixed,3,4,2,4,5
R0228,City Center Hotel,2024-12-15,KM,Family,3,Decent stay. Room service was fast and the food was excellent but found hair in the bathroom. Room for improvement.,mixed,1,3,4,3,3
R0229,Grand Resort Hotel,2025-03-29,MU,Leisure,4,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,4,4,4,4,4
R0230,City Center Hotel,2025-03-07,TZ,Family,5,A truly memorable stay. Best deal we found in the area. We'll be back for sure!,positive,4,4,4,5,4
R0231,Grand Resort Hotel,2024-08-30,KP,Business,2,Very disappointing stay. hidden charges everywhere and room service took over an hour.,negative,2,3,1,3,2
R0232,Grand Resort Hotel,2024-10-18,ES,Leisure,2,Worst hotel experience in a long time. the breakfast buffet ran out of items early.,negative,3,3,1,1,2
R0233,Grand Resort Hotel,2025-12-02,NG,Family,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,5,5,5,4
R0234,City Center Hotel,2025-08-27,GB,Couple,4,"Everything was perfect - Restaurant food was absolutely delicious, The bathroom was sparkling clean. 10/10.",positive,4,4,4,4,5
R0235,City Center Hotel,2024-05-10,ZA,Solo,5,Exceeded our expectations in every way. The food was outstanding.,positive,4,4,4,5,4
R0236,City Center Hotel,2025-05-01,BT,Couple,5,One of the best hotels I've stayed at. The concierge gave amazing restaurant recommendations. Highly recommend!,positive,4,4,4,5,5
R0237,City Center Hotel,2025-03-13,CD,Leisure,5,Can't say enough good things about this place. Ideal location for both business and leisure and The rooms were spotlessly clean.,positive,4,5,4,4,4
R0238,City Center Hotel,2024-01-09,ZW,Couple,5,Best hotel experience we've had in years. Great price for what you get.,positive,5,4,5,5,5
R0239,City Center Hotel,2024-04-05,TO,Leisure,5,One of the best hotels I've stayed at. Worth every penny spent. Highly recommend!,positive,4,5,4,5,4
R0240,City Center Hotel,2025-09-10,LY,Couple,3,A solid 3-star experience. Room service was fast and the food was excellent but the lobby area was dirty.,mixed,1,4,4,4,4
R0241,City Center Hotel,2025-11-04,CV,Family,2,Below expectations. way overpriced for what you get. Staff seemed overwhelmed.,negative,1,3,1,1,1
R0242,City Center Hotel,2024-02-01,IQ,Business,2,"Would not recommend. the carpets looked stained and old. For the price we paid, unacceptable.",negative,2,2,2,1,1
R0243,Grand Resort Hotel,2024-05-19,AE,Leisure,5,Perfect hotel for our vacation. Best hotel breakfast I've ever had and Impeccable cleanliness throughout.,positive,5,4,5,4,4
R0244,Grand Resort Hotel,2024-09-07,GE,Leisure,5,Best hotel experience we've had in years. Everything was pristine and well-maintained.,positive,5,5,4,5,5
R0245,Grand Resort Hotel,2024-11-01,AE,Leisure,3,"Nice hotel with some issues. The location is unbeatable - right in the center, however not worth the price at all.",mixed,4,4,3,5,2
R0246,Grand Resort Hotel,2024-11-29,MY,Family,5,"A truly memorable stay. Perfect location, walking distance to everything. We'll be back for sure!",positive,4,5,4,4,5
R0247,City Center Hotel,2024-02-25,MC,Family,3,"Mixed feelings about this hotel. Best deal we found in the area. Unfortunately, the neighborhood felt unsafe at night.",mixed,3,3,4,1,4
R0248,City Center Hotel,2025-08-25,KP,Leisure,2,Hugely disappointed. the carpets looked stained and old. Will be filing a complaint.,negative,2,3,1,2,3
R0249,Grand Resort Hotel,2024-10-26,AF,Leisure,5,"Everything was perfect - Service was impeccable from check-in to checkout, The location is unbeatable - right in the center. 10/10.",positive,5,5,4,5,5
R0250,City Center Hotel,2024-02-17,DO,Couple,4,A truly memorable stay. Great location near public transport. We'll be back for sure!,positive,5,5,5,5,5
R0251,City Center Hotel,2025-10-15,RW,Leisure,5,A truly memorable stay. The rooms were spotlessly clean. We'll be back for sure!,positive,4,5,5,4,5
R0252,Grand Resort Hotel,2024-02-18,AD,Family,3,"The hotel has potential. The concierge gave amazing restaurant recommendations, yet the neighborhood felt unsafe at night.",mixed,3,4,4,1,4
R0253,City Center Hotel,2025-10-10,BY,Leisure,3,The location was great but the reception seemed overwhelmed and disorganized. Would still recommend.,mixed,4,1,3,5,4
R0254,City Center Hotel,2025-11-03,BJ,Solo,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,4,5,5,4,4
R0255,City Center Hotel,2025-10-27,MC,Leisure,4,Best hotel experience we've had in years. Best deal we found in the area.,positive,5,4,5,4,4
R0256,City Center Hotel,2024-10-28,NI,Leisure,3,Good but not great. Room service was fast and the food was excellent. The downside was staff was unresponsive to our requests.,mixed,4,2,5,4,3
R0257,City Center Hotel,2025-10-15,SL,Couple,5,"Everything was perfect - Best deal we found in the area, The chef prepared an incredible dinner. 10/10.",positive,4,4,5,4,5
R0258,Grand Resort Hotel,2024-06-26,NI,Solo,5,Fantastic experience from start to finish. Beautiful surroundings with ocean view.,positive,4,5,4,5,4
R0259,City Center Hotel,2024-03-20,TD,Leisure,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,5,4,5,4,5
R0260,City Center Hotel,2024-02-26,JO,Couple,2,Worst hotel experience in a long time. noisy area with construction nearby.,negative,3,1,1,1,1
R0261,City Center Hotel,2024-03-22,ES,Business,5,Best hotel experience we've had in years. Reception team went above and beyond.,positive,4,4,5,4,5
R0262,City Center Hotel,2024-03-21,NR,Business,5,"Everything was perfect - Reception team went above and beyond, The breakfast buffet was outstanding with great variety. 10/10.",positive,4,5,4,4,4
R0263,Grand Resort Hotel,2024-06-01,DO,Business,1,Save your money and go elsewhere. breakfast was mediocre and limited options. location was far from the city center.,negative,2,2,2,1,3
R0264,Grand Resort Hotel,2024-11-03,EE,Couple,5,Exceeded our expectations in every way. The value was outstanding.,positive,5,5,4,4,4
R0265,City Center Hotel,2024-09-05,MR,Business,3,A solid 3-star experience. Best deal we found in the area but the room was not clean when we arrived.,mixed,1,3,4,4,5
R0266,Grand Resort Hotel,2025-10-22,ER,Couple,5,Perfect hotel for our vacation. Beautiful surroundings with ocean view and Great price for what you get.,positive,5,5,4,5,5
R0267,City Center Hotel,2024-11-28,MA,Family,3,Decent stay. The concierge gave amazing restaurant recommendations but noisy area with construction nearby. Room for improvement.,mixed,3,5,4,1,3
R0268,City Center Hotel,2024-02-05,CR,Family,3,"Overall a good stay, but way overpriced for what you get. On the positive side, Impeccable cleanliness throughout.",mixed,4,4,3,4,2
